offer_price,rating,mrp,isBestSeller,accessories,clothing,electronics,misc,musical_instrument
46.06,3.6,55.2,0,0,0,1,0,0
30.33,5.0,36.3,0,0,0,1,0,0
139.99,4.3,188.9,0,0,0,1,0,0
59.99,4.3,71.9,0,0,0,1,0,0
59.99,4.3,71.9,0,0,0,1,0,0
59.99,4.3,71.9,0,0,0,1,0,0
145.98,4.3,197.0,0,0,0,1,0,0
25.39,4.0,30.4,0,0,0,1,0,0
49.99,3.0,59.9,0,0,0,1,0,0
34.99,3.8,41.9,0,0,0,1,0,0
43.95,4.3,52.7,0,0,0,1,0,0
49.98,4.4,59.9,0,0,0,1,0,0
23.66,5.0,33.1,0,0,0,1,0,0
52.99,3.8,63.5,0,0,0,1,0,0
29.0,3.8,34.8,0,0,0,1,0,0
29.0,4.7,34.8,0,0,0,1,0,0
47.99,3.7,57.5,0,0,0,0,1,0
71.99,3.8,93.5,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
449.0,4.1,606.1,0,0,0,0,1,0
29.0,4.7,34.8,0,0,0,1,0,0
49.99,4.4,59.9,0,0,0,0,1,0
69.99,4.3,90.9,0,0,0,1,0,0
49.99,4.5,59.9,0,0,0,0,1,0
203.99,4.3,275.3,0,0,0,1,0,0
699.0,4.8,943.6,1,0,0,0,1,0
24.99,4.4,34.9,0,0,0,1,0,0
49.99,4.5,59.9,0,0,0,1,0,0
79.99,4.4,103.9,0,0,0,1,0,0
99.98,4.3,129.9,0,0,0,0,1,0
34.99,4.5,41.9,0,0,0,1,0,0
39.99,3.8,47.9,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,3.4,34.8,0,0,0,1,0,0
39.99,4.7,47.9,0,0,0,0,1,0
12.99,1.3,18.1,0,0,0,1,0,0
79.0,4.3,102.7,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,1,0,0
15.0,3.7,21.0,0,0,0,1,0,0
98.9,4.3,128.5,0,0,0,1,0,0
12.18,4.7,17.0,0,0,0,1,0,0
239.99,4.5,323.9,1,0,0,1,0,0
119.98,4.3,161.9,0,0,0,1,0,0
69.99,4.6,90.9,1,0,0,1,0,0
89.99,4.7,116.9,1,0,0,1,0,0
69.99,5.0,90.9,1,0,0,1,0,0
29.0,4.0,34.8,0,0,0,1,0,0
29.0,4.2,34.8,0,0,0,1,0,0
166.0,3.9,224.1,0,0,0,0,1,0
15.0,4.3,21.0,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,0,1,0
28.32,5.0,33.9,0,0,0,1,0,0
61.33,2.5,79.7,0,0,0,1,0,0
34.99,3.2,41.9,0,0,0,0,1,0
29.0,1.0,34.8,0,0,0,1,0,0
29.0,3.4,34.8,0,0,0,1,0,0
249.0,4.6,336.1,1,0,0,0,1,0
14.99,4.1,20.9,0,0,0,1,0,0
29.99,4.1,35.9,0,0,0,1,0,0
36.99,4.8,44.3,0,0,0,1,0,0
69.95,4.1,90.9,0,0,0,1,0,0
49.99,4.7,59.9,0,0,0,1,0,0
25.99,2.6,31.1,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,1,0,0
39.99,3.6,47.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,4.0,34.8,0,0,0,1,0,0
29.0,3.6,34.8,0,0,0,1,0,0
29.0,2.7,34.8,0,0,0,1,0,0
24.99,3.1,34.9,0,0,0,1,0,0
219.0,4.3,295.6,0,0,0,0,1,0
29.0,3.9,34.8,0,0,0,1,0,0
29.0,3.7,34.8,0,0,0,1,0,0
29.0,4.0,34.8,0,0,0,0,1,0
27.22,4.3,32.6,0,0,0,1,0,0
32.99,4.2,39.5,0,0,0,1,0,0
49.99,3.9,59.9,0,0,0,1,0,0
36.99,4.3,44.3,0,0,0,1,0,0
17.79,4.3,24.9,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,0,1,0
24.99,4.3,34.9,0,0,0,1,0,0
45.99,3.4,55.1,0,0,0,1,0,0
34.95,5.0,41.9,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,0,1,0
119.99,4.4,161.9,0,0,0,1,0,0
228.0,3.0,307.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
499.0,2.9,673.6,0,0,0,0,1,0
29.0,4.0,34.8,0,0,0,0,1,0
12.99,4.7,18.1,0,0,0,1,0,0
89.99,4.6,116.9,1,0,0,1,0,0
85.82,4.4,111.5,0,0,0,1,0,0
49.99,4.5,59.9,0,0,0,1,0,0
79.99,4.4,103.9,0,0,0,1,0,0
36.99,4.6,44.3,0,0,0,1,0,0
31.69,4.3,38.0,0,0,0,1,0,0
13.99,4.5,19.5,0,0,0,1,0,0
29.0,4.6,34.8,0,0,0,0,1,0
24.99,4.8,34.9,0,0,0,1,0,0
29.0,3.6,34.8,0,0,0,1,0,0
260.52,3.7,351.7,0,0,0,1,0,0
36.95,4.3,44.3,0,0,0,1,0,0
41.99,3.0,50.3,0,0,0,1,0,0
16.99,4.2,23.7,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
34.98,3.4,41.9,0,0,0,1,0,0
64.98,4.3,84.4,0,0,0,1,0,0
14.09,4.3,19.7,0,0,0,0,1,0
49.98,4.4,59.9,0,0,0,1,0,0
23.99,4.5,33.5,0,0,0,1,0,0
19.99,3.9,27.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,3.1,34.8,0,0,0,1,0,0
129.99,3.7,175.4,0,0,0,0,1,0
57.44,4.3,68.9,0,0,0,1,0,0
145.11,4.2,195.8,0,0,0,0,1,0
9.07,4.0,11.3,0,0,0,0,1,0
21.55,4.2,30.1,0,0,0,0,1,0
29.0,3.3,34.8,0,0,0,1,0,0
44.88,3.7,53.8,0,0,0,1,0,0
39.95,3.9,47.9,0,0,0,1,0,0
49.95,1.0,59.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
52.99,4.3,63.5,0,0,0,1,0,0
47.95,2.0,57.5,0,0,0,1,0,0
29.74,4.6,35.6,0,0,0,1,0,0
14.99,2.3,20.9,0,0,0,1,0,0
28.89,4.6,34.6,0,0,0,1,0,0
45.99,4.3,55.1,0,0,0,1,0,0
220.0,1.0,297.0,0,0,0,0,1,0
5.29,3.5,6.6,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
75.91,3.0,98.6,0,0,0,1,0,0
29.98,3.8,35.9,0,0,0,1,0,0
799.99,4.3,1079.9,0,0,0,0,1,0
36.88,4.3,44.2,0,0,0,0,1,0
29.0,3.3,34.8,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,1,0,0
98.4,1.0,127.9,0,0,0,1,0,0
29.0,3.6,34.8,0,0,0,1,0,0
41.98,4.3,50.3,0,0,0,1,0,0
16.0,4.2,22.4,0,0,0,0,1,0
29.99,4.1,35.9,0,0,0,0,1,0
39.99,4.7,47.9,0,0,0,1,0,0
29.32,4.1,35.1,0,0,0,0,1,0
19.0,5.0,26.5,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
45.99,3.7,55.1,0,0,0,1,0,0
149.99,4.3,202.4,0,0,0,0,1,0
21.99,4.3,30.7,0,0,0,1,0,0
26.66,4.3,31.9,0,0,0,1,0,0
29.0,4.8,34.8,0,0,0,1,0,0
84.99,4.3,110.4,0,0,0,1,0,0
9.99,4.3,12.4,0,0,0,0,1,0
12.99,5.0,18.1,0,0,0,1,0,0
22.98,2.9,32.1,0,0,0,1,0,0
199.99,4.3,269.9,0,0,0,1,0,0
49.99,3.3,59.9,0,0,0,1,0,0
115.99,4.7,156.5,1,0,0,1,0,0
45.99,4.3,55.1,0,0,0,1,0,0
39.99,4.3,47.9,0,0,0,1,0,0
29.99,4.0,35.9,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
52.0,4.7,62.4,0,0,0,0,1,0
199.98,4.3,269.9,0,0,0,1,0,0
169.0,5.0,228.1,1,0,0,1,0,0
40.22,5.0,48.2,0,0,0,1,0,0
142.0,4.2,191.7,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
67.79,4.3,88.1,0,0,0,0,1,0
26.19,5.0,31.4,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
22.99,4.2,32.1,0,0,0,1,0,0
36.99,4.5,44.3,0,0,0,1,0,0
62.99,3.5,81.8,0,0,0,1,0,0
199.0,4.3,268.6,0,0,0,0,1,0
599.0,3.6,808.6,0,0,0,0,1,0
29.0,3.8,34.8,0,0,0,0,1,0
49.99,4.4,59.9,0,0,0,1,0,0
49.99,4.3,59.9,0,0,0,1,0,0
332.99,4.7,449.5,1,0,0,0,1,0
95.0,3.1,123.5,0,0,0,1,0,0
54.12,3.8,64.9,0,0,0,1,0,0
29.0,3.2,34.8,0,0,0,1,0,0
203.34,4.3,274.5,0,0,0,1,0,0
213.2,5.0,287.8,1,0,0,1,0,0
333.52,4.3,450.2,0,0,0,1,0,0
68.99,4.5,89.6,1,0,0,1,0,0
49.99,4.6,59.9,0,0,0,1,0,0
49.99,3.8,59.9,0,0,0,1,0,0
25.49,4.4,30.5,0,0,0,1,0,0
32.99,4.6,39.5,0,0,0,1,0,0
27.99,4.6,33.5,0,0,0,1,0,0
19.99,4.7,27.9,0,0,0,1,0,0
29.0,3.5,34.8,0,0,0,1,0,0
89.9,4.3,116.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
39.98,4.3,47.9,0,0,0,1,0,0
29.0,4.6,34.8,0,0,0,0,1,0
29.0,3.9,34.8,0,0,0,0,1,0
91.81,4.5,119.3,1,0,0,1,0,0
24.99,4.7,34.9,0,0,0,1,0,0
8.3,4.3,10.3,0,0,0,1,0,0
139.99,4.3,188.9,0,0,0,1,0,0
36.99,4.3,44.3,0,0,0,0,1,0
69.98,4.3,90.9,0,0,0,1,0,0
15.99,4.4,22.3,0,0,0,1,0,0
28.04,4.7,33.6,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
103.98,4.3,140.3,0,0,0,1,0,0
24.16,4.3,33.8,0,0,0,1,0,0
189.99,4.1,256.4,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,3.6,34.8,0,0,0,1,0,0
29.0,3.2,34.8,0,0,0,0,1,0
29.0,3.6,34.8,0,0,0,1,0,0
78.4,5.0,101.9,1,0,0,1,0,0
14.95,3.2,20.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,4.9,34.8,0,0,0,1,0,0
12.91,4.3,18.0,0,0,0,1,0,0
69.98,4.2,90.9,0,0,0,1,0,0
16.69,4.5,23.3,0,0,0,1,0,0
17.99,4.5,25.1,0,0,0,1,0,0
129.99,5.0,175.4,1,0,0,1,0,0
49.99,5.0,59.9,0,0,0,1,0,0
15.98,4.0,22.3,0,0,0,0,1,0
99.99,4.3,129.9,0,0,0,1,0,0
179.95,4.2,242.9,0,0,0,1,0,0
39.99,4.3,47.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
124.83,4.3,168.5,0,0,0,1,0,0
24.99,3.9,34.9,0,0,0,1,0,0
209.98,4.3,283.4,0,0,0,1,0,0
22.08,3.0,30.9,0,0,0,1,0,0
29.0,3.6,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
35.99,2.9,43.1,0,0,0,1,0,0
35.96,4.3,43.1,0,0,0,1,0,0
145.99,4.1,197.0,0,0,0,1,0,0
28.69,4.3,34.4,0,0,0,1,0,0
42.99,4.3,51.5,0,0,0,0,1,0
29.0,5.0,34.8,0,0,0,1,0,0
4.99,5.0,6.2,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
23.74,5.0,33.2,0,0,0,1,0,0
14.99,4.2,20.9,0,0,0,1,0,0
107.94,3.4,145.7,0,0,0,1,0,0
249.0,4.4,336.1,0,0,0,1,0,0
79.98,4.3,103.9,0,0,0,1,0,0
19.99,4.3,27.9,0,0,0,1,0,0
29.99,1.0,35.9,0,0,0,1,0,0
29.0,3.0,34.8,0,0,0,1,0,0
44.99,4.5,53.9,0,0,0,1,0,0
12.99,5.0,18.1,0,0,0,1,0,0
99.99,4.2,129.9,0,0,0,1,0,0
119.0,4.3,160.6,0,0,0,1,0,0
20.99,3.0,29.3,0,0,0,1,0,0
129.0,4.0,174.1,0,0,0,1,0,0
7.99,4.7,9.9,0,0,0,1,0,0
34.5,5.0,41.4,0,0,0,1,0,0
24.97,3.8,34.9,0,0,0,1,0,0
75.99,4.4,98.7,0,0,0,1,0,0
92.98,4.3,120.8,0,0,0,1,0,0
99.91,4.0,129.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
53.49,3.8,64.1,0,0,0,1,0,0
679.95,4.5,917.9,1,0,0,1,0,0
45.49,4.3,54.5,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
19.99,4.3,27.9,0,0,0,1,0,0
54.99,4.0,65.9,0,0,0,1,0,0
69.99,4.5,90.9,1,0,0,1,0,0
24.99,4.1,34.9,0,0,0,1,0,0
24.95,4.3,34.9,0,0,0,1,0,0
19.99,4.3,27.9,0,0,0,1,0,0
79.97,3.0,103.9,0,0,0,1,0,0
9.99,3.8,12.4,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
599.95,4.3,809.9,0,0,0,0,1,0
29.0,3.7,34.8,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
419.95,4.2,566.9,0,0,0,1,0,0
289.95,4.3,391.4,0,0,0,1,0,0
39.99,4.5,47.9,0,0,0,1,0,0
24.64,4.3,34.4,0,0,0,1,0,0
54.99,4.0,65.9,0,0,0,1,0,0
25.99,4.3,31.1,0,0,0,1,0,0
26.81,4.3,32.1,0,0,0,1,0,0
29.99,3.4,35.9,0,0,0,1,0,0
23.99,3.8,33.5,0,0,0,1,0,0
73.87,4.4,96.0,0,0,0,1,0,0
12.99,4.3,18.1,0,0,0,1,0,0
29.0,4.0,34.8,0,0,0,1,0,0
29.0,3.9,34.8,0,0,0,1,0,0
21.99,4.7,30.7,0,0,0,1,0,0
15.9,4.3,22.2,0,0,0,0,1,0
129.95,4.6,175.4,1,0,0,0,1,0
499.95,3.7,674.9,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
29.0,3.9,34.8,0,0,0,1,0,0
30.99,3.7,37.1,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
87.88,5.0,114.2,1,0,0,1,0,0
33.99,4.4,40.7,0,0,0,1,0,0
38.99,3.9,46.7,0,0,0,1,0,0
39.95,4.5,47.9,0,0,0,1,0,0
47.99,3.8,57.5,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,0,1,0
549.95,4.3,742.4,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
25.0,5.0,30.0,0,0,0,0,1,0
182.88,4.3,246.8,0,0,0,1,0,0
18.4,4.5,25.7,0,0,0,0,1,0
29.0,4.4,34.8,0,0,0,0,1,0
15.99,4.7,22.3,0,0,0,1,0,0
31.99,4.4,38.3,0,0,0,1,0,0
86.69,4.4,112.6,0,0,0,1,0,0
15.99,4.1,22.3,0,0,0,1,0,0
29.99,4.3,35.9,0,0,0,1,0,0
69.9,4.2,90.8,0,0,0,1,0,0
31.44,4.5,37.7,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
9.9,2.9,12.3,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
17.75,3.7,24.8,0,0,0,0,1,0
23.6,3.0,33.0,0,0,0,0,1,0
53.0,4.3,63.5,0,0,0,0,1,0
49.95,3.5,59.9,0,0,0,1,0,0
79.0,5.0,102.7,1,0,0,1,0,0
42.99,4.3,51.5,0,0,0,1,0,0
12.99,3.8,18.1,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
30.9,4.4,37.0,0,0,0,1,0,0
39.99,4.7,47.9,0,0,0,1,0,0
89.98,4.3,116.9,0,0,0,1,0,0
39.99,4.2,47.9,0,0,0,1,0,0
19.99,3.6,27.9,0,0,0,1,0,0
12.48,3.6,17.4,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,2.5,34.8,0,0,0,0,1,0
113.99,5.0,153.8,1,0,0,1,0,0
29.0,4.1,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
49.99,5.0,59.9,0,0,0,1,0,0
49.99,4.3,59.9,0,0,0,0,1,0
29.0,4.0,34.8,0,0,0,1,0,0
199.0,4.3,268.6,0,0,0,1,0,0
67.14,4.6,87.2,1,0,0,1,0,0
69.99,4.5,90.9,1,0,0,1,0,0
55.99,4.3,67.1,0,0,0,1,0,0
69.99,4.4,90.9,0,0,0,1,0,0
29.99,4.6,35.9,0,0,0,1,0,0
89.99,4.2,116.9,0,0,0,1,0,0
29.99,4.3,35.9,0,0,0,1,0,0
349.95,4.5,472.4,1,0,0,0,1,0
13.99,4.5,19.5,0,0,0,1,0,0
19.99,4.5,27.9,0,0,0,1,0,0
12.99,4.1,18.1,0,0,0,0,1,0
24.99,4.3,34.9,0,0,0,0,1,0
499.0,4.3,673.6,0,0,0,1,0,0
59.99,4.2,71.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
12.99,4.8,18.1,0,0,0,1,0,0
69.0,4.8,89.7,1,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
75.99,4.5,98.7,1,0,0,1,0,0
29.98,4.3,35.9,0,0,0,1,0,0
85.99,4.6,111.7,1,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
314.02,4.0,423.9,0,0,0,1,0,0
949.95,4.0,1282.4,0,0,0,1,0,0
115.99,4.4,156.5,0,0,0,0,1,0
29.0,4.0,34.8,0,0,0,0,1,0
29.0,4.1,34.8,0,0,0,1,0,0
12.78,3.5,17.8,0,0,0,1,0,0
29.0,4.4,34.8,0,0,0,1,0,0
92.99,4.3,120.8,0,0,0,0,1,0
183.94,5.0,248.3,1,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
38.99,4.3,46.7,0,0,0,1,0,0
38.99,4.0,46.7,0,0,0,1,0,0
40.79,4.5,48.9,0,0,0,1,0,0
337.0,4.3,454.9,0,0,0,1,0,0
29.74,4.6,35.6,0,0,0,1,0,0
39.99,5.0,47.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
109.98,4.3,148.4,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.0,34.8,0,0,0,0,1,0
29.0,4.0,34.8,0,0,0,1,0,0
29.0,2.0,34.8,0,0,0,1,0,0
29.0,4.2,34.8,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,0,1,0
229.98,4.3,310.4,0,0,0,1,0,0
84.98,5.0,110.4,1,0,0,1,0,0
54.99,2.7,65.9,0,0,0,1,0,0
299.98,4.8,404.9,1,0,0,0,1,0
28.99,3.9,34.7,0,0,0,1,0,0
129.0,4.1,174.1,0,0,0,1,0,0
25.99,4.2,31.1,0,0,0,1,0,0
69.99,3.4,90.9,0,0,0,1,0,0
29.0,3.9,34.8,0,0,0,1,0,0
41.5,5.0,49.8,0,0,0,1,0,0
29.0,3.0,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
39.99,5.0,47.9,0,0,0,1,0,0
99.99,4.1,129.9,0,0,0,0,1,0
7.69,1.0,9.6,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
22.89,4.3,32.0,0,0,0,1,0,0
63.99,3.8,83.1,0,0,0,1,0,0
37.99,4.5,45.5,0,0,0,1,0,0
59.99,4.6,71.9,0,0,0,1,0,0
56.99,4.1,68.3,0,0,0,1,0,0
29.99,4.6,35.9,0,0,0,1,0,0
79.0,3.3,102.7,0,0,0,1,0,0
37.98,4.3,45.5,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
569.99,4.6,769.4,1,0,0,0,1,0
29.0,4.5,34.8,0,0,0,1,0,0
49.99,4.3,59.9,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,0,1,0
49.99,4.3,59.9,0,0,0,1,0,0
49.99,4.3,59.9,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,0,1,0
89.99,4.3,116.9,0,0,0,1,0,0
129.9,4.3,175.3,0,0,0,1,0,0
89.99,4.5,116.9,1,0,0,1,0,0
21.99,4.6,30.7,0,0,0,1,0,0
59.99,3.3,71.9,0,0,0,1,0,0
37.99,4.5,45.5,0,0,0,1,0,0
918.0,4.3,1239.3,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
31.99,4.3,38.3,0,0,0,0,1,0
25.77,4.3,30.9,0,0,0,1,0,0
34.99,4.3,41.9,0,0,0,1,0,0
29.0,4.7,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
65.99,4.3,85.7,0,0,0,1,0,0
29.0,3.7,34.8,0,0,0,1,0,0
29.0,3.5,34.8,0,0,0,1,0,0
29.0,4.7,34.8,0,0,0,1,0,0
21.49,3.9,30.0,0,0,0,0,1,0
59.99,4.7,71.9,0,0,0,1,0,0
169.98,4.8,229.4,1,0,0,1,0,0
22.99,4.5,32.1,0,0,0,1,0,0
38.99,3.9,46.7,0,0,0,1,0,0
35.99,4.5,43.1,0,0,0,1,0,0
31.69,4.4,38.0,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,0,1,0
29.0,1.0,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
37.34,4.2,44.8,0,0,0,1,0,0
287.99,4.3,388.7,0,0,0,1,0,0
29.0,4.7,34.8,0,0,0,0,1,0
129.0,4.4,174.1,0,0,0,1,0,0
29.0,3.5,34.8,0,0,0,1,0,0
68.63,3.3,89.2,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,0,1,0
21.99,4.7,30.7,0,0,0,1,0,0
39.99,3.4,47.9,0,0,0,1,0,0
99.98,4.3,129.9,0,0,0,1,0,0
49.99,4.4,59.9,0,0,0,1,0,0
37.99,4.5,45.5,0,0,0,1,0,0
122.16,4.3,164.9,0,0,0,1,0,0
99.9,4.3,129.8,0,0,0,1,0,0
90.09,3.9,117.1,0,0,0,0,1,0
8.99,4.6,11.2,0,0,0,1,0,0
139.99,3.8,188.9,0,0,0,1,0,0
99.99,1.0,129.9,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
26.49,1.0,31.7,0,0,0,1,0,0
29.0,3.9,34.8,0,0,0,1,0,0
29.0,4.6,34.8,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
83.73,3.9,108.8,0,0,0,1,0,0
110.49,4.7,149.1,1,0,0,1,0,0
28.04,4.6,33.6,0,0,0,1,0,0
89.99,4.6,116.9,1,0,0,1,0,0
79.99,4.1,103.9,0,0,0,1,0,0
44.59,4.8,53.5,0,0,0,1,0,0
31.69,4.4,38.0,0,0,0,1,0,0
28.99,4.7,34.7,0,0,0,1,0,0
49.99,3.8,59.9,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,1,0,0
34.99,2.3,41.9,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
89.9,4.3,116.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.7,34.8,0,0,0,0,1,0
29.0,3.5,34.8,0,0,0,1,0,0
29.0,3.7,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
14.99,4.8,20.9,0,0,0,1,0,0
28.04,4.6,33.6,0,0,0,1,0,0
37.99,4.5,45.5,0,0,0,1,0,0
24.99,4.3,34.9,0,0,0,1,0,0
19.6,4.3,27.4,0,0,0,1,0,0
29.0,3.9,34.8,0,0,0,0,1,0
29.0,4.8,34.8,0,0,0,1,0,0
88.74,4.0,115.3,0,0,0,1,0,0
72.98,4.3,94.8,0,0,0,1,0,0
37.29,4.0,44.7,0,0,0,1,0,0
99.99,4.0,129.9,0,0,0,1,0,0
299.99,4.3,404.9,0,0,0,1,0,0
45.25,4.3,54.3,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,1,0,0
149.95,4.4,202.4,0,0,0,0,1,0
34.99,4.6,41.9,0,0,0,1,0,0
79.99,4.6,103.9,1,0,0,1,0,0
149.99,4.5,202.4,1,0,0,1,0,0
29.99,4.4,35.9,0,0,0,1,0,0
29.99,3.3,35.9,0,0,0,1,0,0
76.98,4.5,100.0,1,0,0,1,0,0
29.95,4.1,35.9,0,0,0,1,0,0
39.99,4.4,47.9,0,0,0,1,0,0
29.0,4.0,34.8,0,0,0,1,0,0
42.97,2.9,51.5,0,0,0,0,1,0
299.99,4.3,404.9,0,0,0,1,0,0
35.99,3.6,43.1,0,0,0,0,1,0
29.0,1.0,34.8,0,0,0,1,0,0
69.98,4.3,90.9,0,0,0,1,0,0
59.99,3.4,71.9,0,0,0,1,0,0
288.0,4.7,388.8,1,0,0,0,1,0
29.0,4.5,34.8,0,0,0,0,1,0
29.0,4.3,34.8,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
42.99,4.1,51.5,0,0,0,0,1,0
37.99,4.5,45.5,0,0,0,1,0,0
24.99,4.4,34.9,0,0,0,1,0,0
59.95,4.3,71.9,0,0,0,1,0,0
49.99,4.2,59.9,0,0,0,1,0,0
29.0,3.8,34.8,0,0,0,1,0,0
29.0,4.5,34.8,0,0,0,0,1,0
29.0,4.5,34.8,0,0,0,0,1,0
78.0,4.4,101.4,0,0,0,1,0,0
12.99,4.3,18.1,0,0,0,1,0,0
29.0,1.0,34.8,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
99.99,4.3,129.9,0,0,0,1,0,0
29.99,4.0,35.9,0,0,0,0,1,0
6.99,3.6,8.7,0,0,0,0,1,0
82.99,4.6,107.8,1,0,0,1,0,0
32.99,4.4,39.5,0,0,0,1,0,0
34.99,4.6,41.9,0,0,0,1,0,0
73.79,4.6,95.9,1,0,0,1,0,0
89.97,4.6,116.9,1,0,0,1,0,0
37.79,4.6,45.3,0,0,0,1,0,0
29.0,4.6,34.8,0,0,0,1,0,0
29.0,4.1,34.8,0,0,0,1,0,0
324.99,4.3,438.7,0,0,0,1,0,0
59.9,4.5,71.8,0,0,0,1,0,0
29.0,3.6,34.8,0,0,0,1,0,0
29.0,3.7,34.8,0,0,0,1,0,0
139.49,4.4,188.3,0,0,0,1,0,0
29.0,4.3,34.8,0,0,0,1,0,0
16.99,4.7,23.7,0,0,0,1,0,0
60.19,4.3,78.2,0,0,0,1,0,0
39.99,4.3,47.9,0,0,0,1,0,0
29.0,5.0,34.8,0,0,0,1,0,0
85.82,4.4,111.5,0,0,0,1,0,0
37.99,4.5,45.5,0,0,0,1,0,0
24.99,4.4,34.9,0,0,0,1,0,0
66.61,4.8,86.5,1,0,0,1,0,0
129.95,4.6,175.4,1,0,0,0,1,0
39.69,4.3,47.6,0,0,0,1,0,0
19.74,2.7,27.6,0,0,0,1,0,0
114.0,4.0,153.9,0,0,0,1,0,0
16.5,3.1,23.0,0,0,0,1,0,0
